N,P,T,X_ZN,component,internal_dof,vertex,NP,GM,MU,X,Y,Phase,NP(FCC_A1),NP(HCP_A3),NP(LIQUID)
1.0,101325.0,670.0,0.4,AL,0,0,1.0,-27976.22232729576,-24283.87731616552,0.6000000000000001,0.6,FCC_A1,,,
1.0,101325.0,670.0,0.4,AL,0,1,,-27976.22232729576,-24283.87731616552,,,,,,
1.0,101325.0,670.0,0.4,AL,0,2,,-27976.22232729576,-24283.87731616552,,,,,,
1.0,101325.0,670.0,0.4,AL,1,0,1.0,-27976.22232729576,-24283.87731616552,0.6000000000000001,0.3999999999999999,FCC_A1,,,
1.0,101325.0,670.0,0.4,AL,1,1,,-27976.22232729576,-24283.87731616552,,,,,,
1.0,101325.0,670.0,0.4,AL,1,2,,-27976.22232729576,-24283.87731616552,,,,,,
1.0,101325.0,670.0,0.4,ZN,0,0,1.0,-27976.22232729576,-33514.73984399111,0.4,0.6,FCC_A1,,,
1.0,101325.0,670.0,0.4,ZN,0,1,,-27976.22232729576,-33514.73984399111,,,,,,
1.0,101325.0,670.0,0.4,ZN,0,2,,-27976.22232729576,-33514.73984399111,,,,,,
1.0,101325.0,670.0,0.4,ZN,1,0,1.0,-27976.22232729576,-33514.73984399111,0.4,0.3999999999999999,FCC_A1,,,
1.0,101325.0,670.0,0.4,ZN,1,1,,-27976.22232729576,-33514.73984399111,,,,,,
1.0,101325.0,670.0,0.4,ZN,1,2,,-27976.22232729576,-33514.73984399111,,,,,,
1.0,101325.0,680.0,0.4,AL,0,0,1.0,-28593.606293065674,-24832.596721172937,0.6000000000000001,0.6,FCC_A1,,,
1.0,101325.0,680.0,0.4,AL,0,1,,-28593.606293065674,-24832.596721172937,,,,,,
1.0,101325.0,680.0,0.4,AL,0,2,,-28593.606293065674,-24832.596721172937,,,,,,
1.0,101325.0,680.0,0.4,AL,1,0,1.0,-28593.606293065674,-24832.596721172937,0.6000000000000001,0.3999999999999999,FCC_A1,,,
1.0,101325.0,680.0,0.4,AL,1,1,,-28593.606293065674,-24832.596721172937,,,,,,
1.0,101325.0,680.0,0.4,AL,1,2,,-28593.606293065674,-24832.596721172937,,,,,,
1.0,101325.0,680.0,0.4,ZN,0,0,1.0,-28593.606293065674,-34235.12065090477,0.4,0.6,FCC_A1,,,
1.0,101325.0,680.0,0.4,ZN,0,1,,-28593.606293065674,-34235.12065090477,,,,,,
1.0,101325.0,680.0,0.4,ZN,0,2,,-28593.606293065674,-34235.12065090477,,,,,,
1.0,101325.0,680.0,0.4,ZN,1,0,1.0,-28593.606293065674,-34235.12065090477,0.4,0.3999999999999999,FCC_A1,,,
1.0,101325.0,680.0,0.4,ZN,1,1,,-28593.606293065674,-34235.12065090477,,,,,,
1.0,101325.0,680.0,0.4,ZN,1,2,,-28593.606293065674,-34235.12065090477,,,,,,
1.0,101325.0,690.0,0.4,AL,0,0,1.0,-29215.290762000473,-25385.58754871522,0.6000000000000001,0.6,FCC_A1,,,
1.0,101325.0,690.0,0.4,AL,0,1,,-29215.290762000473,-25385.58754871522,,,,,,
1.0,101325.0,690.0,0.4,AL,0,2,,-29215.290762000473,-25385.58754871522,,,,,,
1.0,101325.0,690.0,0.4,AL,1,0,1.0,-29215.290762000473,-25385.58754871522,0.6000000000000001,0.3999999999999999,FCC_A1,,,
1.0,101325.0,690.0,0.4,AL,1,1,,-29215.290762000473,-25385.58754871522,,,,,,
1.0,101325.0,690.0,0.4,AL,1,2,,-29215.290762000473,-25385.58754871522,,,,,,
1.0,101325.0,690.0,0.4,ZN,0,0,1.0,-29215.290762000473,-34959.84558192835,0.4,0.6,FCC_A1,,,
1.0,101325.0,690.0,0.4,ZN,0,1,,-29215.290762000473,-34959.84558192835,,,,,,
1.0,101325.0,690.0,0.4,ZN,0,2,,-29215.290762000473,-34959.84558192835,,,,,,
1.0,101325.0,690.0,0.4,ZN,1,0,1.0,-29215.290762000473,-34959.84558192835,0.4,0.3999999999999999,FCC_A1,,,
1.0,101325.0,690.0,0.4,ZN,1,1,,-29215.290762000473,-34959.84558192835,,,,,,
1.0,101325.0,690.0,0.4,ZN,1,2,,-29215.290762000473,-34959.84558192835,,,,,,
1.0,101325.0,700.0,0.4,AL,0,0,1.0,-29841.25026689173,-25942.80180517703,0.6000000000000001,0.6,FCC_A1,,,
1.0,101325.0,700.0,0.4,AL,0,1,,-29841.25026689173,-25942.80180517703,,,,,,
1.0,101325.0,700.0,0.4,AL,0,2,,-29841.25026689173,-25942.80180517703,,,,,,
1.0,101325.0,700.0,0.4,AL,1,0,1.0,-29841.25026689173,-25942.80180517703,0.6000000000000001,0.3999999999999999,FCC_A1,,,
1.0,101325.0,700.0,0.4,AL,1,1,,-29841.25026689173,-25942.80180517703,,,,,,
1.0,101325.0,700.0,0.4,AL,1,2,,-29841.25026689173,-25942.80180517703,,,,,,
1.0,101325.0,700.0,0.4,ZN,0,0,1.0,-29841.25026689173,-35688.922959463765,0.4,0.6,FCC_A1,,,
1.0,101325.0,700.0,0.4,ZN,0,1,,-29841.25026689173,-35688.922959463765,,,,,,
1.0,101325.0,700.0,0.4,ZN,0,2,,-29841.25026689173,-35688.922959463765,,,,,,
1.0,101325.0,700.0,0.4,ZN,1,0,1.0,-29841.25026689173,-35688.922959463765,0.4,0.3999999999999999,FCC_A1,,,
1.0,101325.0,700.0,0.4,ZN,1,1,,-29841.25026689173,-35688.922959463765,,,,,,
1.0,101325.0,700.0,0.4,ZN,1,2,,-29841.25026689173,-35688.922959463765,,,,,,
1.0,101325.0,710.0,0.4,AL,0,0,1.0,-30471.409362682585,-26504.202923594014,0.6000000000000001,0.6,FCC_A1,,,
1.0,101325.0,710.0,0.4,AL,0,1,,-30471.409362682585,-26504.202923594014,,,,,,
1.0,101325.0,710.0,0.4,AL,0,2,,-30471.409362682585,-26504.202923594014,,,,,,
1.0,101325.0,710.0,0.4,AL,1,0,1.0,-30471.409362682585,-26504.202923594014,0.6000000000000001,0.3999999999999999,FCC_A1,,,
1.0,101325.0,710.0,0.4,AL,1,1,,-30471.409362682585,-26504.202923594014,,,,,,
1.0,101325.0,710.0,0.4,AL,1,2,,-30471.409362682585,-26504.202923594014,,,,,,
1.0,101325.0,710.0,0.4,ZN,0,0,1.0,-30471.409362682585,-36422.21902131544,0.4,0.6,FCC_A1,,,
1.0,101325.0,710.0,0.4,ZN,0,1,,-30471.409362682585,-36422.21902131544,,,,,,
1.0,101325.0,710.0,0.4,ZN,0,2,,-30471.409362682585,-36422.21902131544,,,,,,
1.0,101325.0,710.0,0.4,ZN,1,0,1.0,-30471.409362682585,-36422.21902131544,0.4,0.3999999999999999,FCC_A1,,,
1.0,101325.0,710.0,0.4,ZN,1,1,,-30471.409362682585,-36422.21902131544,,,,,,
1.0,101325.0,710.0,0.4,ZN,1,2,,-30471.409362682585,-36422.21902131544,,,,,,
1.0,101325.0,720.0,0.4,AL,0,0,0.9696208433372201,-31105.99896338122,-27050.85856590543,0.6105182356220279,0.6105182356220279,FCC_A1,,,
1.0,101325.0,720.0,0.4,AL,0,1,0.030379156662779995,-31105.99896338122,-27050.85856590543,0.26428625332240957,0.26428625332240957,LIQUID,,,
1.0,101325.0,720.0,0.4,AL,0,2,,-31105.99896338122,-27050.85856590543,,,,,,
1.0,101325.0,720.0,0.4,AL,1,0,0.9696208433372201,-31105.99896338122,-27050.85856590543,0.6105182356220279,0.3894817643779721,FCC_A1,,,
1.0,101325.0,720.0,0.4,AL,1,1,0.030379156662779995,-31105.99896338122,-27050.85856590543,0.26428625332240957,0.7357137466775904,LIQUID,,,
1.0,101325.0,720.0,0.4,AL,1,2,,-31105.99896338122,-27050.85856590543,,,,,,
1.0,101325.0,720.0,0.4,ZN,0,0,0.9696208433372201,-31105.99896338122,-37188.70926830992,0.3894817643779721,0.6105182356220279,FCC_A1,,,
1.0,101325.0,720.0,0.4,ZN,0,1,0.030379156662779995,-31105.99896338122,-37188.70926830992,0.7357137466775904,0.26428625332240957,LIQUID,,,
1.0,101325.0,720.0,0.4,ZN,0,2,,-31105.99896338122,-37188.70926830992,,,,,,
1.0,101325.0,720.0,0.4,ZN,1,0,0.9696208433372201,-31105.99896338122,-37188.70926830992,0.3894817643779721,0.3894817643779721,FCC_A1,,,
1.0,101325.0,720.0,0.4,ZN,1,1,0.030379156662779995,-31105.99896338122,-37188.70926830992,0.7357137466775904,0.7357137466775904,LIQUID,,,
1.0,101325.0,720.0,0.4,ZN,1,2,,-31105.99896338122,-37188.70926830992,,,,,,
1.0,101325.0,730.0,0.4,AL,0,0,0.8324699130706679,-31753.599483611513,-27527.354589146325,0.6618793506407028,0.6618793506407028,FCC_A1,,,
1.0,101325.0,730.0,0.4,AL,0,1,0.1675300869293321,-31753.599483611513,-27527.354589146325,0.29251673778150306,0.292516737781503,LIQUID,,,
1.0,101325.0,730.0,0.4,AL,0,2,,-31753.599483611513,-27527.354589146325,,,,,,
1.0,101325.0,730.0,0.4,AL,1,0,0.8324699130706679,-31753.599483611513,-27527.354589146325,0.6618793506407028,0.33812064935929714,FCC_A1,,,
1.0,101325.0,730.0,0.4,AL,1,1,0.1675300869293321,-31753.599483611513,-27527.354589146325,0.29251673778150306,0.7074832622184969,LIQUID,,,
1.0,101325.0,730.0,0.4,AL,1,2,,-31753.599483611513,-27527.354589146325,,,,,,
1.0,101325.0,730.0,0.4,ZN,0,0,0.8324699130706679,-31753.599483611513,-38092.96680394707,0.33812064935929714,0.6618793506407028,FCC_A1,,,
1.0,101325.0,730.0,0.4,ZN,0,1,0.1675300869293321,-31753.599483611513,-38092.96680394707,0.707483262218497,0.292516737781503,LIQUID,,,
1.0,101325.0,730.0,0.4,ZN,0,2,,-31753.599483611513,-38092.96680394707,,,,,,
1.0,101325.0,730.0,0.4,ZN,1,0,0.8324699130706679,-31753.599483611513,-38092.96680394707,0.33812064935929714,0.33812064935929714,FCC_A1,,,
1.0,101325.0,730.0,0.4,ZN,1,1,0.1675300869293321,-31753.599483611513,-38092.96680394707,0.707483262218497,0.7074832622184969,LIQUID,,,
1.0,101325.0,730.0,0.4,ZN,1,2,,-31753.599483611513,-38092.96680394707,,,,,,
1.0,101325.0,740.0,0.4,AL,0,0,0.7321685398353632,-32415.9570971085,-28017.52234497768,0.7014684848634071,0.7014684848634071,FCC_A1,,,
1.0,101325.0,740.0,0.4,AL,0,1,0.2678314601646369,-32415.9570971085,-28017.52234497768,0.32261648293266315,0.32261648293266315,LIQUID,,,
1.0,101325.0,740.0,0.4,AL,0,2,,-32415.9570971085,-28017.52234497768,,,,,,
1.0,101325.0,740.0,0.4,AL,1,0,0.7321685398353632,-32415.9570971085,-28017.52234497768,0.7014684848634071,0.298531515136593,FCC_A1,,,
1.0,101325.0,740.0,0.4,AL,1,1,0.2678314601646369,-32415.9570971085,-28017.52234497768,0.32261648293266315,0.6773835170673368,LIQUID,,,
1.0,101325.0,740.0,0.4,AL,1,2,,-32415.9570971085,-28017.52234497768,,,,,,
1.0,101325.0,740.0,0.4,ZN,0,0,0.7321685398353632,-32415.9570971085,-39013.60921414298,0.298531515136593,0.7014684848634071,FCC_A1,,,
1.0,101325.0,740.0,0.4,ZN,0,1,0.2678314601646369,-32415.9570971085,-39013.60921414298,0.6773835170673368,0.32261648293266315,LIQUID,,,
1.0,101325.0,740.0,0.4,ZN,0,2,,-32415.9570971085,-39013.60921414298,,,,,,
1.0,101325.0,740.0,0.4,ZN,1,0,0.7321685398353632,-32415.9570971085,-39013.60921414298,0.298531515136593,0.298531515136593,FCC_A1,,,
1.0,101325.0,740.0,0.4,ZN,1,1,0.2678314601646369,-32415.9570971085,-39013.60921414298,0.6773835170673368,0.6773835170673368,LIQUID,,,
1.0,101325.0,740.0,0.4,ZN,1,2,,-32415.9570971085,-39013.60921414298,,,,,,
1.0,101325.0,750.0,0.4,AL,0,0,0.6502327853568115,-33091.12327093707,-28515.69888771329,0.7317786208545305,0.7317786208545304,FCC_A1,,,
1.0,101325.0,750.0,0.4,AL,0,1,0.34976721464318855,-33091.12327093707,-28515.69888771329,0.35501769147767065,0.35501769147767065,LIQUID,,,
1.0,101325.0,750.0,0.4,AL,0,2,,-33091.12327093707,-28515.69888771329,,,,,,
1.0,101325.0,750.0,0.4,AL,1,0,0.6502327853568115,-33091.12327093707,-28515.69888771329,0.7317786208545305,0.2682213791454695,FCC_A1,,,
1.0,101325.0,750.0,0.4,AL,1,1,0.34976721464318855,-33091.12327093707,-28515.69888771329,0.35501769147767065,0.6449823085223293,LIQUID,,,
1.0,101325.0,750.0,0.4,AL,1,2,,-33091.12327093707,-28515.69888771329,,,,,,
1.0,101325.0,750.0,0.4,ZN,0,0,0.6502327853568115,-33091.12327093707,-39954.259844430264,0.26822137914546956,0.7317786208545304,FCC_A1,,,
1.0,101325.0,750.0,0.4,ZN,0,1,0.34976721464318855,-33091.12327093707,-39954.259844430264,0.6449823085223293,0.35501769147767065,LIQUID,,,
1.0,101325.0,750.0,0.4,ZN,0,2,,-33091.12327093707,-39954.259844430264,,,,,,
1.0,101325.0,750.0,0.4,ZN,1,0,0.6502327853568115,-33091.12327093707,-39954.259844430264,0.26822137914546956,0.2682213791454695,FCC_A1,,,
1.0,101325.0,750.0,0.4,ZN,1,1,0.34976721464318855,-33091.12327093707,-39954.259844430264,0.6449823085223293,0.6449823085223293,LIQUID,,,
1.0,101325.0,750.0,0.4,ZN,1,2,,-33091.12327093707,-39954.259844430264,,,,,,
1.0,101325.0,760.0,0.4,AL,0,0,0.5734933157864922,-33778.688179246965,-29018.695666963296,0.7562334138673604,0.7562334138673604,FCC_A1,,,
1.0,101325.0,760.0,0.4,AL,0,1,0.4265066842135078,-33778.688179246965,-29018.695666963296,0.38992399914983705,0.38992399914983705,LIQUID,,,
1.0,101325.0,760.0,0.4,AL,0,2,,-33778.688179246965,-29018.695666963296,,,,,,
1.0,101325.0,760.0,0.4,AL,1,0,0.5734933157864922,-33778.688179246965,-29018.695666963296,0.7562334138673604,0.24376658613263955,FCC_A1,,,
1.0,101325.0,760.0,0.4,AL,1,1,0.4265066842135078,-33778.688179246965,-29018.695666963296,0.38992399914983705,0.6100760008501629,LIQUID,,,
1.0,101325.0,760.0,0.4,AL,1,2,,-33778.688179246965,-29018.695666963296,,,,,,
1.0,101325.0,760.0,0.4,ZN,0,0,0.5734933157864922,-33778.688179246965,-40918.676942454884,0.24376658613263955,0.7562334138673604,FCC_A1,,,
1.0,101325.0,760.0,0.4,ZN,0,1,0.4265066842135078,-33778.688179246965,-40918.676942454884,0.6100760008501629,0.38992399914983705,LIQUID,,,
1.0,101325.0,760.0,0.4,ZN,0,2,,-33778.688179246965,-40918.676942454884,,,,,,
1.0,101325.0,760.0,0.4,ZN,1,0,0.5734933157864922,-33778.688179246965,-40918.676942454884,0.24376658613263955,0.24376658613263955,FCC_A1,,,
1.0,101325.0,760.0,0.4,ZN,1,1,0.4265066842135078,-33778.688179246965,-40918.676942454884,0.6100760008501629,0.6100760008501629,LIQUID,,,
1.0,101325.0,760.0,0.4,ZN,1,2,,-33778.688179246965,-40918.676942454884,,,,,,
1.0,101325.0,770.0,0.4,AL,0,0,0.49378849494414406,-34479.205275609536,-29524.65970341739,0.7770664232615135,0.7770664232615135,FCC_A1,,,
1.0,101325.0,770.0,0.4,AL,0,1,0.5062115050558559,-34479.205275609536,-29524.65970341739,0.42727898956424193,0.42727898956424193,LIQUID,,,
1.0,101325.0,770.0,0.4,AL,0,2,,-34479.205275609536,-29524.65970341739,,,,,,
1.0,101325.0,770.0,0.4,AL,1,0,0.49378849494414406,-34479.205275609536,-29524.65970341739,0.7770664232615135,0.22293357673848652,FCC_A1,,,
1.0,101325.0,770.0,0.4,AL,1,1,0.5062115050558559,-34479.205275609536,-29524.65970341739,0.42727898956424193,0.5727210104357581,LIQUID,,,
1.0,101325.0,770.0,0.4,AL,1,2,,-34479.205275609536,-29524.65970341739,,,,,,
1.0,101325.0,770.0,0.4,ZN,0,0,0.49378849494414406,-34479.205275609536,-41911.02363225248,0.22293357673848652,0.7770664232615135,FCC_A1,,,
1.0,101325.0,770.0,0.4,ZN,0,1,0.5062115050558559,-34479.205275609536,-41911.02363225248,0.5727210104357581,0.42727898956424193,LIQUID,,,
1.0,101325.0,770.0,0.4,ZN,0,2,,-34479.205275609536,-41911.02363225248,,,,,,
1.0,101325.0,770.0,0.4,ZN,1,0,0.49378849494414406,-34479.205275609536,-41911.02363225248,0.22293357673848652,0.22293357673848652,FCC_A1,,,
1.0,101325.0,770.0,0.4,ZN,1,1,0.5062115050558559,-34479.205275609536,-41911.02363225248,0.5727210104357581,0.5727210104357581,LIQUID,,,
1.0,101325.0,770.0,0.4,ZN,1,2,,-34479.205275609536,-41911.02363225248,,,,,,
1.0,101325.0,780.0,0.4,AL,0,0,0.40519670597402263,-35193.89194290613,-30032.399440921756,0.7956004880304283,0.795600488030428,FCC_A1,,,
1.0,101325.0,780.0,0.4,AL,0,1,0.5948032940259774,-35193.89194290613,-30032.399440921756,0.4667514550896319,0.4667514550896319,LIQUID,,,
1.0,101325.0,780.0,0.4,AL,0,2,,-35193.89194290613,-30032.399440921756,,,,,,
1.0,101325.0,780.0,0.4,AL,1,0,0.40519670597402263,-35193.89194290613,-30032.399440921756,0.7956004880304283,0.20439951196957187,FCC_A1,,,
1.0,101325.0,780.0,0.4,AL,1,1,0.5948032940259774,-35193.89194290613,-30032.399440921756,0.4667514550896319,0.5332485449103681,LIQUID,,,
1.0,101325.0,780.0,0.4,AL,1,2,,-35193.89194290613,-30032.399440921756,,,,,,
1.0,101325.0,780.0,0.4,ZN,0,0,0.40519670597402263,-35193.89194290613,-42936.130700675494,0.20439951196957193,0.795600488030428,FCC_A1,,,
1.0,101325.0,780.0,0.4,ZN,0,1,0.5948032940259774,-35193.89194290613,-42936.130700675494,0.5332485449103681,0.4667514550896319,LIQUID,,,
1.0,101325.0,780.0,0.4,ZN,0,2,,-35193.89194290613,-42936.130700675494,,,,,,
1.0,101325.0,780.0,0.4,ZN,1,0,0.40519670597402263,-35193.89194290613,-42936.130700675494,0.20439951196957193,0.20439951196957187,FCC_A1,,,
1.0,101325.0,780.0,0.4,ZN,1,1,0.5948032940259774,-35193.89194290613,-42936.130700675494,0.5332485449103681,0.5332485449103681,LIQUID,,,
1.0,101325.0,780.0,0.4,ZN,1,2,,-35193.89194290613,-42936.130700675494,,,,,,
1.0,101325.0,790.0,0.4,AL,0,0,0.3025668215864216,-35924.52607338394,-30541.093656465928,0.8126286800362559,0.8126286800362559,FCC_A1,,,
1.0,101325.0,790.0,0.4,AL,0,1,0.6974331784135784,-35924.52607338394,-30541.093656465928,0.5077554869943958,0.5077554869943958,LIQUID,,,
1.0,101325.0,790.0,0.4,AL,0,2,,-35924.52607338394,-30541.093656465928,,,,,,
1.0,101325.0,790.0,0.4,AL,1,0,0.3025668215864216,-35924.52607338394,-30541.093656465928,0.8126286800362559,0.18737131996374415,FCC_A1,,,
1.0,101325.0,790.0,0.4,AL,1,1,0.6974331784135784,-35924.52607338394,-30541.093656465928,0.5077554869943958,0.4922445130056043,LIQUID,,,
1.0,101325.0,790.0,0.4,AL,1,2,,-35924.52607338394,-30541.093656465928,,,,,,
1.0,101325.0,790.0,0.4,ZN,0,0,0.3025668215864216,-35924.52607338394,-43999.67468850748,0.18737131996374415,0.8126286800362559,FCC_A1,,,
1.0,101325.0,790.0,0.4,ZN,0,1,0.6974331784135784,-35924.52607338394,-43999.67468850748,0.4922445130056043,0.5077554869943958,LIQUID,,,
1.0,101325.0,790.0,0.4,ZN,0,2,,-35924.52607338394,-43999.67468850748,,,,,,
1.0,101325.0,790.0,0.4,ZN,1,0,0.3025668215864216,-35924.52607338394,-43999.67468850748,0.18737131996374415,0.18737131996374415,FCC_A1,,,
1.0,101325.0,790.0,0.4,ZN,1,1,0.6974331784135784,-35924.52607338394,-43999.67468850748,0.4922445130056043,0.4922445130056043,LIQUID,,,
1.0,101325.0,790.0,0.4,ZN,1,2,,-35924.52607338394,-43999.67468850748,,,,,,
1.0,101325.0,800.0,0.4,AL,0,0,0.1808027587634839,-36673.431796896344,-31050.17400509774,0.8286355616577151,0.8286355616577151,FCC_A1,,,
1.0,101325.0,800.0,0.4,AL,0,1,0.8191972412365162,-36673.431796896344,-31050.17400509774,0.5495384771598927,0.5495384771598927,LIQUID,,,
1.0,101325.0,800.0,0.4,AL,0,2,,-36673.431796896344,-31050.17400509774,,,,,,
1.0,101325.0,800.0,0.4,AL,1,0,0.1808027587634839,-36673.431796896344,-31050.17400509774,0.8286355616577151,0.17136443834228482,FCC_A1,,,
1.0,101325.0,800.0,0.4,AL,1,1,0.8191972412365162,-36673.431796896344,-31050.17400509774,0.5495384771598927,0.45046152284010743,LIQUID,,,
1.0,101325.0,800.0,0.4,AL,1,2,,-36673.431796896344,-31050.17400509774,,,,,,
1.0,101325.0,800.0,0.4,ZN,0,0,0.1808027587634839,-36673.431796896344,-45108.31845045769,0.17136443834228482,0.8286355616577151,FCC_A1,,,
1.0,101325.0,800.0,0.4,ZN,0,1,0.8191972412365162,-36673.431796896344,-45108.31845045769,0.45046152284010743,0.5495384771598927,LIQUID,,,
1.0,101325.0,800.0,0.4,ZN,0,2,,-36673.431796896344,-45108.31845045769,,,,,,
1.0,101325.0,800.0,0.4,ZN,1,0,0.1808027587634839,-36673.431796896344,-45108.31845045769,0.17136443834228482,0.17136443834228482,FCC_A1,,,
1.0,101325.0,800.0,0.4,ZN,1,1,0.8191972412365162,-36673.431796896344,-45108.31845045769,0.45046152284010743,0.45046152284010743,LIQUID,,,
1.0,101325.0,800.0,0.4,ZN,1,2,,-36673.431796896344,-45108.31845045769,,,,,,
1.0,101325.0,810.0,0.4,AL,0,0,0.03435628010921864,-37443.51820274441,-31559.275330291028,0.8439174196270698,0.8439174196270698,FCC_A1,,,
1.0,101325.0,810.0,0.4,AL,0,1,0.9656437198907815,-37443.51820274441,-31559.275330291028,0.5913217525049965,0.5913217525049965,LIQUID,,,
1.0,101325.0,810.0,0.4,AL,0,2,,-37443.51820274441,-31559.275330291028,,,,,,
1.0,101325.0,810.0,0.4,AL,1,0,0.03435628010921864,-37443.51820274441,-31559.275330291028,0.8439174196270698,0.15608258037293016,FCC_A1,,,
1.0,101325.0,810.0,0.4,AL,1,1,0.9656437198907815,-37443.51820274441,-31559.275330291028,0.5913217525049965,0.4086782474950034,LIQUID,,,
1.0,101325.0,810.0,0.4,AL,1,2,,-37443.51820274441,-31559.275330291028,,,,,,
1.0,101325.0,810.0,0.4,ZN,0,0,0.03435628010921864,-37443.51820274441,-46269.88222922474,0.15608258037293016,0.8439174196270698,FCC_A1,,,
1.0,101325.0,810.0,0.4,ZN,0,1,0.9656437198907815,-37443.51820274441,-46269.88222922474,0.4086782474950034,0.5913217525049965,LIQUID,,,
1.0,101325.0,810.0,0.4,ZN,0,2,,-37443.51820274441,-46269.88222922474,,,,,,
1.0,101325.0,810.0,0.4,ZN,1,0,0.03435628010921864,-37443.51820274441,-46269.88222922474,0.15608258037293016,0.15608258037293016,FCC_A1,,,
1.0,101325.0,810.0,0.4,ZN,1,1,0.9656437198907815,-37443.51820274441,-46269.88222922474,0.4086782474950034,0.4086782474950034,LIQUID,,,
1.0,101325.0,810.0,0.4,ZN,1,2,,-37443.51820274441,-46269.88222922474,,,,,,
1.0,101325.0,820.0,0.4,AL,0,0,1.0,-38231.20752007649,-32235.8626729662,0.6000000000000001,0.6,LIQUID,,,
1.0,101325.0,820.0,0.4,AL,0,1,,-38231.20752007649,-32235.8626729662,,,,,,
1.0,101325.0,820.0,0.4,AL,0,2,,-38231.20752007649,-32235.8626729662,,,,,,
1.0,101325.0,820.0,0.4,AL,1,0,1.0,-38231.20752007649,-32235.8626729662,0.6000000000000001,0.3999999999999999,LIQUID,,,
1.0,101325.0,820.0,0.4,AL,1,1,,-38231.20752007649,-32235.8626729662,,,,,,
1.0,101325.0,820.0,0.4,AL,1,2,,-38231.20752007649,-32235.8626729662,,,,,,
1.0,101325.0,820.0,0.4,ZN,0,0,1.0,-38231.20752007649,-47224.22479074191,0.4,0.6,LIQUID,,,
1.0,101325.0,820.0,0.4,ZN,0,1,,-38231.20752007649,-47224.22479074191,,,,,,
1.0,101325.0,820.0,0.4,ZN,0,2,,-38231.20752007649,-47224.22479074191,,,,,,
1.0,101325.0,820.0,0.4,ZN,1,0,1.0,-38231.20752007649,-47224.22479074191,0.4,0.3999999999999999,LIQUID,,,
1.0,101325.0,820.0,0.4,ZN,1,1,,-38231.20752007649,-47224.22479074191,,,,,,
1.0,101325.0,820.0,0.4,ZN,1,2,,-38231.20752007649,-47224.22479074191,,,,,,
1.0,101325.0,830.0,0.4,AL,0,0,1.0,-39023.10890667725,-32960.094681885865,0.6000000000000001,0.6,LIQUID,,,
1.0,101325.0,830.0,0.4,AL,0,1,,-39023.10890667725,-32960.094681885865,,,,,,
1.0,101325.0,830.0,0.4,AL,0,2,,-39023.10890667725,-32960.094681885865,,,,,,
1.0,101325.0,830.0,0.4,AL,1,0,1.0,-39023.10890667725,-32960.094681885865,0.6000000000000001,0.3999999999999999,LIQUID,,,
1.0,101325.0,830.0,0.4,AL,1,1,,-39023.10890667725,-32960.094681885865,,,,,,
1.0,101325.0,830.0,0.4,AL,1,2,,-39023.10890667725,-32960.094681885865,,,,,,
1.0,101325.0,830.0,0.4,ZN,0,0,1.0,-39023.10890667725,-48117.6302438643,0.4,0.6,LIQUID,,,
1.0,101325.0,830.0,0.4,ZN,0,1,,-39023.10890667725,-48117.6302438643,,,,,,
1.0,101325.0,830.0,0.4,ZN,0,2,,-39023.10890667725,-48117.6302438643,,,,,,
1.0,101325.0,830.0,0.4,ZN,1,0,1.0,-39023.10890667725,-48117.6302438643,0.4,0.3999999999999999,LIQUID,,,
1.0,101325.0,830.0,0.4,ZN,1,1,,-39023.10890667725,-48117.6302438643,,,,,,
1.0,101325.0,830.0,0.4,ZN,1,2,,-39023.10890667725,-48117.6302438643,,,,,,
1.0,101325.0,840.0,0.4,AL,0,0,1.0,-39818.71604436172,-33687.982406561714,0.6000000000000001,0.6,LIQUID,,,
1.0,101325.0,840.0,0.4,AL,0,1,,-39818.71604436172,-33687.982406561714,,,,,,
1.0,101325.0,840.0,0.4,AL,0,2,,-39818.71604436172,-33687.982406561714,,,,,,
1.0,101325.0,840.0,0.4,AL,1,0,1.0,-39818.71604436172,-33687.982406561714,0.6000000000000001,0.3999999999999999,LIQUID,,,
1.0,101325.0,840.0,0.4,AL,1,1,,-39818.71604436172,-33687.982406561714,,,,,,
1.0,101325.0,840.0,0.4,AL,1,2,,-39818.71604436172,-33687.982406561714,,,,,,
1.0,101325.0,840.0,0.4,ZN,0,0,1.0,-39818.71604436172,-49014.81650106171,0.4,0.6,LIQUID,,,
1.0,101325.0,840.0,0.4,ZN,0,1,,-39818.71604436172,-49014.81650106171,,,,,,
1.0,101325.0,840.0,0.4,ZN,0,2,,-39818.71604436172,-49014.81650106171,,,,,,
1.0,101325.0,840.0,0.4,ZN,1,0,1.0,-39818.71604436172,-49014.81650106171,0.4,0.3999999999999999,LIQUID,,,
1.0,101325.0,840.0,0.4,ZN,1,1,,-39818.71604436172,-49014.81650106171,,,,,,
1.0,101325.0,840.0,0.4,ZN,1,2,,-39818.71604436172,-49014.81650106171,,,,,,
1.0,101325.0,850.0,0.4,AL,0,0,1.0,-40617.99415696501,-34419.49789376148,0.6000000000000001,0.6,LIQUID,,,
1.0,101325.0,850.0,0.4,AL,0,1,,-40617.99415696501,-34419.49789376148,,,,,,
1.0,101325.0,850.0,0.4,AL,0,2,,-40617.99415696501,-34419.49789376148,,,,,,
1.0,101325.0,850.0,0.4,AL,1,0,1.0,-40617.99415696501,-34419.49789376148,0.6000000000000001,0.3999999999999999,LIQUID,,,
